date,PEP stock,isPartial
2016-10-01,41,False
2016-10-02,0,False
2016-10-03,64,False
2016-10-04,49,False
2016-10-05,100,False
2016-10-06,65,False
2016-10-07,88,False
2016-10-08,37,False
2016-10-09,24,False
2016-10-10,36,False
2016-10-11,43,False
2016-10-12,22,False
2016-10-13,43,False
2016-10-14,44,False
2016-10-15,25,False
2016-10-16,24,False
2016-10-17,56,False
2016-10-18,49,False
2016-10-19,53,False
2016-10-20,50,False
2016-10-21,44,False
2016-10-22,25,False
2016-10-23,37,False
2016-10-24,35,False
2016-10-25,63,False
2016-10-26,28,False
2016-10-27,50,False
2016-10-28,45,False
2016-10-29,25,False
2016-10-30,0,False
2016-10-31,66,False
