date,EBAY stock,isPartial
2012-04-01,52,False
2012-04-02,61,False
2012-04-03,57,False
2012-04-04,63,False
2012-04-05,66,False
2012-04-06,54,False
2012-04-07,60,False
2012-04-08,42,False
2012-04-09,63,False
2012-04-10,53,False
2012-04-11,48,False
2012-04-12,67,False
2012-04-13,60,False
2012-04-14,46,False
2012-04-15,58,False
2012-04-16,34,False
2012-04-17,53,False
2012-04-18,76,False
2012-04-19,98,False
2012-04-20,76,False
2012-04-21,61,False
2012-04-22,55,False
2012-04-23,69,False
2012-04-24,57,False
2012-04-25,78,False
2012-04-26,77,False
2012-04-27,100,False
2012-04-28,40,False
2012-04-29,49,False
2012-04-30,65,False
