date,ATVI stock,isPartial
2012-05-01,92,False
2012-05-02,67,False
2012-05-03,68,False
2012-05-04,35,False
2012-05-05,41,False
2012-05-06,40,False
2012-05-07,50,False
2012-05-08,49,False
2012-05-09,50,False
2012-05-10,51,False
2012-05-11,35,False
2012-05-12,0,False
2012-05-13,41,False
2012-05-14,33,False
2012-05-15,66,False
2012-05-16,83,False
2012-05-17,69,False
2012-05-18,35,False
2012-05-19,42,False
2012-05-20,0,False
2012-05-21,0,False
2012-05-22,100,False
2012-05-23,34,False
2012-05-24,0,False
2012-05-25,36,False
2012-05-26,0,False
2012-05-27,0,False
2012-05-28,53,False
2012-05-29,0,False
2012-05-30,33,False
2012-05-31,67,False
