date,TSLA stock,isPartial
2018-03-01,16,False
2018-03-02,15,False
2018-03-03,4,False
2018-03-04,3,False
2018-03-05,16,False
2018-03-06,14,False
2018-03-07,18,False
2018-03-08,16,False
2018-03-09,19,False
2018-03-10,4,False
2018-03-11,1,False
2018-03-12,23,False
2018-03-13,18,False
2018-03-14,16,False
2018-03-15,19,False
2018-03-16,18,False
2018-03-17,5,False
2018-03-18,2,False
2018-03-19,20,False
2018-03-20,20,False
2018-03-21,30,False
2018-03-22,22,False
2018-03-23,22,False
2018-03-24,5,False
2018-03-25,3,False
2018-03-26,27,False
2018-03-27,45,False
2018-03-28,100,False
2018-03-29,95,False
2018-03-30,51,False
2018-03-31,17,False
