date,SIRI stock,isPartial
2013-06-01,37,False
2013-06-02,25,False
2013-06-03,58,False
2013-06-04,82,False
2013-06-05,93,False
2013-06-06,77,False
2013-06-07,83,False
2013-06-08,44,False
2013-06-09,25,False
2013-06-10,88,False
2013-06-11,70,False
2013-06-12,72,False
2013-06-13,83,False
2013-06-14,88,False
2013-06-15,38,False
2013-06-16,21,False
2013-06-17,55,False
2013-06-18,100,False
2013-06-19,82,False
2013-06-20,56,False
2013-06-21,89,False
2013-06-22,21,False
2013-06-23,17,False
2013-06-24,59,False
2013-06-25,62,False
2013-06-26,59,False
2013-06-27,87,False
2013-06-28,80,False
2013-06-29,43,False
2013-06-30,32,False
