date,HD stock,isPartial
2015-02-01,19,False
2015-02-02,25,False
2015-02-03,54,False
2015-02-04,59,False
2015-02-05,30,False
2015-02-06,31,False
2015-02-07,35,False
2015-02-08,25,False
2015-02-09,55,False
2015-02-10,50,False
2015-02-11,76,False
2015-02-12,60,False
2015-02-13,81,False
2015-02-14,20,False
2015-02-15,26,False
2015-02-16,35,False
2015-02-17,44,False
2015-02-18,52,False
2015-02-19,44,False
2015-02-20,57,False
2015-02-21,50,False
2015-02-22,20,False
2015-02-23,97,False
2015-02-24,100,False
2015-02-25,66,False
2015-02-26,72,False
2015-02-27,61,False
2015-02-28,25,False
