date,ATVI stock,isPartial
2017-10-01,15,False
2017-10-02,49,False
2017-10-03,64,False
2017-10-04,80,False
2017-10-05,52,False
2017-10-06,24,False
2017-10-07,27,False
2017-10-08,23,False
2017-10-09,75,False
2017-10-10,73,False
2017-10-11,100,False
2017-10-12,61,False
2017-10-13,66,False
2017-10-14,30,False
2017-10-15,15,False
2017-10-16,40,False
2017-10-17,43,False
2017-10-18,34,False
2017-10-19,62,False
2017-10-20,54,False
2017-10-21,30,False
2017-10-22,10,False
2017-10-23,51,False
2017-10-24,65,False
2017-10-25,59,False
2017-10-26,57,False
2017-10-27,81,False
2017-10-28,15,False
2017-10-29,22,False
2017-10-30,71,False
2017-10-31,81,False
