date,WDC stock,isPartial
2015-09-01,32,False
2015-09-02,32,False
2015-09-03,33,False
2015-09-04,34,False
2015-09-05,38,False
2015-09-06,19,False
2015-09-07,68,False
2015-09-08,48,False
2015-09-09,16,False
2015-09-10,22,False
2015-09-11,33,False
2015-09-12,19,False
2015-09-13,18,False
2015-09-14,24,False
2015-09-15,53,False
2015-09-16,32,False
2015-09-17,27,False
2015-09-18,33,False
2015-09-19,19,False
2015-09-20,19,False
2015-09-21,31,False
2015-09-22,58,False
2015-09-23,43,False
2015-09-24,93,False
2015-09-25,34,False
2015-09-26,28,False
2015-09-27,38,False
2015-09-28,47,False
2015-09-29,16,False
2015-09-30,100,False
