date,MCD stock,isPartial
2014-09-01,15,False
2014-09-02,57,False
2014-09-03,72,False
2014-09-04,66,False
2014-09-05,53,False
2014-09-06,18,False
2014-09-07,17,False
2014-09-08,65,False
2014-09-09,35,False
2014-09-10,100,False
2014-09-11,65,False
2014-09-12,45,False
2014-09-13,34,False
2014-09-14,17,False
2014-09-15,57,False
2014-09-16,21,False
2014-09-17,36,False
2014-09-18,65,False
2014-09-19,45,False
2014-09-20,34,False
2014-09-21,33,False
2014-09-22,14,False
2014-09-23,57,False
2014-09-24,14,False
2014-09-25,36,False
2014-09-26,68,False
2014-09-27,34,False
2014-09-28,26,False
2014-09-29,56,False
2014-09-30,42,False
