date,HD stock,isPartial
2013-05-01,73,False
2013-05-02,50,False
2013-05-03,79,False
2013-05-04,34,False
2013-05-05,26,False
2013-05-06,64,False
2013-05-07,56,False
2013-05-08,54,False
2013-05-09,58,False
2013-05-10,83,False
2013-05-11,43,False
2013-05-12,47,False
2013-05-13,63,False
2013-05-14,69,False
2013-05-15,73,False
2013-05-16,64,False
2013-05-17,100,False
2013-05-18,55,False
2013-05-19,63,False
2013-05-20,74,False
2013-05-21,93,False
2013-05-22,80,False
2013-05-23,88,False
2013-05-24,59,False
2013-05-25,47,False
2013-05-26,51,False
2013-05-27,61,False
2013-05-28,89,False
2013-05-29,69,False
2013-05-30,53,False
2013-05-31,96,False
