date,PFE stock,isPartial
2016-10-01,32,False
2016-10-02,38,False
2016-10-03,45,False
2016-10-04,56,False
2016-10-05,67,False
2016-10-06,57,False
2016-10-07,59,False
2016-10-08,26,False
2016-10-09,13,False
2016-10-10,85,False
2016-10-11,45,False
2016-10-12,69,False
2016-10-13,85,False
2016-10-14,88,False
2016-10-15,26,False
2016-10-16,0,False
2016-10-17,44,False
2016-10-18,66,False
2016-10-19,44,False
2016-10-20,100,False
2016-10-21,87,False
2016-10-22,26,False
2016-10-23,13,False
2016-10-24,61,False
2016-10-25,78,False
2016-10-26,55,False
2016-10-27,63,False
2016-10-28,71,False
2016-10-29,39,False
2016-10-30,13,False
2016-10-31,80,False
