date,GOOG stock,isPartial
2016-12-01,83,False
2016-12-02,82,False
2016-12-03,26,False
2016-12-04,18,False
2016-12-05,100,False
2016-12-06,78,False
2016-12-07,84,False
2016-12-08,97,False
2016-12-09,86,False
2016-12-10,34,False
2016-12-11,14,False
2016-12-12,92,False
2016-12-13,100,False
2016-12-14,76,False
2016-12-15,80,False
2016-12-16,60,False
2016-12-17,29,False
2016-12-18,44,False
2016-12-19,47,False
2016-12-20,67,False
2016-12-21,66,False
2016-12-22,56,False
2016-12-23,62,False
2016-12-24,21,False
2016-12-25,19,False
2016-12-26,21,False
2016-12-27,84,False
2016-12-28,58,False
2016-12-29,67,False
2016-12-30,74,False
2016-12-31,15,False
