date,HD stock,isPartial
2013-07-01,91,False
2013-07-02,69,False
2013-07-03,58,False
2013-07-04,37,False
2013-07-05,38,False
2013-07-06,78,False
2013-07-07,43,False
2013-07-08,42,False
2013-07-09,69,False
2013-07-10,62,False
2013-07-11,82,False
2013-07-12,82,False
2013-07-13,81,False
2013-07-14,52,False
2013-07-15,81,False
2013-07-16,92,False
2013-07-17,94,False
2013-07-18,70,False
2013-07-19,73,False
2013-07-20,67,False
2013-07-21,38,False
2013-07-22,58,False
2013-07-23,80,False
2013-07-24,74,False
2013-07-25,71,False
2013-07-26,77,False
2013-07-27,52,False
2013-07-28,85,False
2013-07-29,57,False
2013-07-30,79,False
2013-07-31,100,False
