date,SBUX stock,isPartial
2017-02-01,100,False
2017-02-02,64,False
2017-02-03,81,False
2017-02-04,36,False
2017-02-05,14,False
2017-02-06,48,False
2017-02-07,55,False
2017-02-08,36,False
2017-02-09,44,False
2017-02-10,51,False
2017-02-11,20,False
2017-02-12,5,False
2017-02-13,24,False
2017-02-14,53,False
2017-02-15,56,False
2017-02-16,41,False
2017-02-17,24,False
2017-02-18,11,False
2017-02-19,19,False
2017-02-20,15,False
2017-02-21,55,False
2017-02-22,36,False
2017-02-23,49,False
2017-02-24,35,False
2017-02-25,39,False
2017-02-26,8,False
2017-02-27,38,False
2017-02-28,50,False
