date,ATVI stock,isPartial
2019-01-01,7,False
2019-01-02,25,False
2019-01-03,49,False
2019-01-04,25,False
2019-01-05,6,False
2019-01-06,6,False
2019-01-07,41,False
2019-01-08,35,False
2019-01-09,28,False
2019-01-10,54,False
2019-01-11,100,False
2019-01-12,17,False
2019-01-13,25,False
2019-01-14,38,False
2019-01-15,37,False
2019-01-16,24,False
2019-01-17,35,False
2019-01-18,23,False
2019-01-19,13,False
2019-01-20,4,False
2019-01-21,4,False
2019-01-22,20,False
2019-01-23,25,False
2019-01-24,14,False
2019-01-25,21,False
2019-01-26,6,False
2019-01-27,4,False
2019-01-28,31,False
2019-01-29,20,False
2019-01-30,20,False
2019-01-31,33,False
