date,BA stock,isPartial
2018-12-01,16,False
2018-12-02,13,False
2018-12-03,100,False
2018-12-04,92,False
2018-12-05,26,False
2018-12-06,89,False
2018-12-07,82,False
2018-12-08,13,False
2018-12-09,12,False
2018-12-10,61,False
2018-12-11,54,False
2018-12-12,68,False
2018-12-13,51,False
2018-12-14,64,False
2018-12-15,24,False
2018-12-16,6,False
2018-12-17,68,False
2018-12-18,84,False
2018-12-19,78,False
2018-12-20,84,False
2018-12-21,68,False
2018-12-22,21,False
2018-12-23,9,False
2018-12-24,58,False
2018-12-25,18,False
2018-12-26,84,False
2018-12-27,96,False
2018-12-28,65,False
2018-12-29,22,False
2018-12-30,13,False
2018-12-31,55,False
