date,PEP stock,isPartial
2015-02-01,41,False
2015-02-02,35,False
2015-02-03,35,False
2015-02-04,35,False
2015-02-05,27,False
2015-02-06,19,False
2015-02-07,21,False
2015-02-08,31,False
2015-02-09,53,False
2015-02-10,35,False
2015-02-11,100,False
2015-02-12,72,False
2015-02-13,43,False
2015-02-14,49,False
2015-02-15,21,False
2015-02-16,18,False
2015-02-17,61,False
2015-02-18,42,False
2015-02-19,24,False
2015-02-20,37,False
2015-02-21,42,False
2015-02-22,0,False
2015-02-23,46,False
2015-02-24,29,False
2015-02-25,35,False
2015-02-26,53,False
2015-02-27,27,False
2015-02-28,41,False
