date,AMZN stock,isPartial
2014-05-01,49,False
2014-05-02,60,False
2014-05-03,7,False
2014-05-04,0,False
2014-05-05,44,False
2014-05-06,93,False
2014-05-07,55,False
2014-05-08,57,False
2014-05-09,75,False
2014-05-10,46,False
2014-05-11,19,False
2014-05-12,71,False
2014-05-13,87,False
2014-05-14,87,False
2014-05-15,100,False
2014-05-16,98,False
2014-05-17,13,False
2014-05-18,7,False
2014-05-19,44,False
2014-05-20,49,False
2014-05-21,60,False
2014-05-22,61,False
2014-05-23,82,False
2014-05-24,37,False
2014-05-25,7,False
2014-05-26,6,False
2014-05-27,30,False
2014-05-28,60,False
2014-05-29,50,False
2014-05-30,51,False
2014-05-31,15,False
