date,KO stock,isPartial
2015-09-01,85,False
2015-09-02,93,False
2015-09-03,100,False
2015-09-04,58,False
2015-09-05,36,False
2015-09-06,15,False
2015-09-07,32,False
2015-09-08,54,False
2015-09-09,66,False
2015-09-10,98,False
2015-09-11,57,False
2015-09-12,43,False
2015-09-13,28,False
2015-09-14,78,False
2015-09-15,84,False
2015-09-16,90,False
2015-09-17,36,False
2015-09-18,38,False
2015-09-19,50,False
2015-09-20,21,False
2015-09-21,53,False
2015-09-22,54,False
2015-09-23,66,False
2015-09-24,68,False
2015-09-25,83,False
2015-09-26,14,False
2015-09-27,28,False
2015-09-28,88,False
2015-09-29,29,False
2015-09-30,83,False
