date,GOOG stock,isPartial
2018-05-01,58,False
2018-05-02,67,False
2018-05-03,42,False
2018-05-04,73,False
2018-05-05,31,False
2018-05-06,18,False
2018-05-07,76,False
2018-05-08,66,False
2018-05-09,72,False
2018-05-10,100,False
2018-05-11,93,False
2018-05-12,27,False
2018-05-13,13,False
2018-05-14,66,False
2018-05-15,71,False
2018-05-16,55,False
2018-05-17,44,False
2018-05-18,60,False
2018-05-19,9,False
2018-05-20,16,False
2018-05-21,52,False
2018-05-22,41,False
2018-05-23,63,False
2018-05-24,82,False
2018-05-25,56,False
2018-05-26,27,False
2018-05-27,9,False
2018-05-28,23,False
2018-05-29,57,False
2018-05-30,74,False
2018-05-31,73,False
