date,ATVI stock,isPartial
2017-01-01,20,False
2017-01-02,17,False
2017-01-03,60,False
2017-01-04,22,False
2017-01-05,82,False
2017-01-06,50,False
2017-01-07,30,False
2017-01-08,18,False
2017-01-09,73,False
2017-01-10,83,False
2017-01-11,52,False
2017-01-12,100,False
2017-01-13,48,False
2017-01-14,45,False
2017-01-15,53,False
2017-01-16,55,False
2017-01-17,51,False
2017-01-18,51,False
2017-01-19,42,False
2017-01-20,58,False
2017-01-21,18,False
2017-01-22,17,False
2017-01-23,41,False
2017-01-24,51,False
2017-01-25,72,False
2017-01-26,46,False
2017-01-27,72,False
2017-01-28,18,False
2017-01-29,0,False
2017-01-30,61,False
2017-01-31,36,False
