date,EA stock,isPartial
2013-10-01,50,False
2013-10-02,47,False
2013-10-03,52,False
2013-10-04,45,False
2013-10-05,18,False
2013-10-06,27,False
2013-10-07,39,False
2013-10-08,23,False
2013-10-09,39,False
2013-10-10,47,False
2013-10-11,49,False
2013-10-12,21,False
2013-10-13,0,False
2013-10-14,18,False
2013-10-15,31,False
2013-10-16,36,False
2013-10-17,44,False
2013-10-18,45,False
2013-10-19,42,False
2013-10-20,0,False
2013-10-21,30,False
2013-10-22,51,False
2013-10-23,31,False
2013-10-24,47,False
2013-10-25,24,False
2013-10-26,14,False
2013-10-27,13,False
2013-10-28,23,False
2013-10-29,95,False
2013-10-30,100,False
2013-10-31,64,False
