date,TXN stock,isPartial
2017-05-01,72,False
2017-05-02,40,False
2017-05-03,79,False
2017-05-04,47,False
2017-05-05,83,False
2017-05-06,23,False
2017-05-07,0,False
2017-05-08,60,False
2017-05-09,20,False
2017-05-10,59,False
2017-05-11,54,False
2017-05-12,49,False
2017-05-13,47,False
2017-05-14,23,False
2017-05-15,56,False
2017-05-16,100,False
2017-05-17,93,False
2017-05-18,96,False
2017-05-19,52,False
2017-05-20,38,False
2017-05-21,25,False
2017-05-22,96,False
2017-05-23,49,False
2017-05-24,65,False
2017-05-25,65,False
2017-05-26,46,False
2017-05-27,26,False
2017-05-28,38,False
2017-05-29,22,False
2017-05-30,49,False
2017-05-31,62,False
