date,HD stock,isPartial
2016-07-01,85,False
2016-07-02,55,False
2016-07-03,49,False
2016-07-04,16,False
2016-07-05,58,False
2016-07-06,59,False
2016-07-07,49,False
2016-07-08,83,False
2016-07-09,19,False
2016-07-10,49,False
2016-07-11,47,False
2016-07-12,63,False
2016-07-13,85,False
2016-07-14,76,False
2016-07-15,82,False
2016-07-16,49,False
2016-07-17,50,False
2016-07-18,32,False
2016-07-19,74,False
2016-07-20,53,False
2016-07-21,75,False
2016-07-22,66,False
2016-07-23,43,False
2016-07-24,43,False
2016-07-25,21,False
2016-07-26,73,False
2016-07-27,100,False
2016-07-28,52,False
2016-07-29,100,False
2016-07-30,19,False
2016-07-31,61,False
