date,TSLA stock,isPartial
2014-01-01,9,False
2014-01-02,28,False
2014-01-03,54,False
2014-01-04,8,False
2014-01-05,6,False
2014-01-06,22,False
2014-01-07,36,False
2014-01-08,61,False
2014-01-09,29,False
2014-01-10,48,False
2014-01-11,11,False
2014-01-12,5,False
2014-01-13,39,False
2014-01-14,63,False
2014-01-15,100,False
2014-01-16,79,False
2014-01-17,81,False
2014-01-18,22,False
2014-01-19,3,False
2014-01-20,21,False
2014-01-21,59,False
2014-01-22,44,False
2014-01-23,59,False
2014-01-24,66,False
2014-01-25,38,False
2014-01-26,8,False
2014-01-27,41,False
2014-01-28,48,False
2014-01-29,63,False
2014-01-30,64,False
2014-01-31,57,False
