date,AAPL stock,isPartial
2012-06-01,100,False
2012-06-02,43,False
2012-06-03,5,False
2012-06-04,49,False
2012-06-05,71,False
2012-06-06,38,False
2012-06-07,55,False
2012-06-08,32,False
2012-06-09,24,False
2012-06-10,5,False
2012-06-11,78,False
2012-06-12,60,False
2012-06-13,53,False
2012-06-14,61,False
2012-06-15,32,False
2012-06-16,9,False
2012-06-17,28,False
2012-06-18,37,False
2012-06-19,56,False
2012-06-20,53,False
2012-06-21,50,False
2012-06-22,20,False
2012-06-23,15,False
2012-06-24,9,False
2012-06-25,68,False
2012-06-26,78,False
2012-06-27,62,False
2012-06-28,46,False
2012-06-29,58,False
2012-06-30,10,False
