date,WDC stock,isPartial
2014-10-01,48,False
2014-10-02,49,False
2014-10-03,34,False
2014-10-04,0,False
2014-10-05,0,False
2014-10-06,47,False
2014-10-07,64,False
2014-10-08,32,False
2014-10-09,0,False
2014-10-10,33,False
2014-10-11,77,False
2014-10-12,38,False
2014-10-13,63,False
2014-10-14,62,False
2014-10-15,79,False
2014-10-16,64,False
2014-10-17,0,False
2014-10-18,38,False
2014-10-19,0,False
2014-10-20,62,False
2014-10-21,78,False
2014-10-22,63,False
2014-10-23,32,False
2014-10-24,33,False
2014-10-25,38,False
2014-10-26,0,False
2014-10-27,31,False
2014-10-28,94,False
2014-10-29,31,False
2014-10-30,0,False
2014-10-31,100,False
