date,ATVI stock,isPartial
2015-07-01,61,False
2015-07-02,82,False
2015-07-03,0,False
2015-07-04,49,False
2015-07-05,0,False
2015-07-06,40,False
2015-07-07,40,False
2015-07-08,80,False
2015-07-09,82,False
2015-07-10,0,False
2015-07-11,97,False
2015-07-12,48,False
2015-07-13,100,False
2015-07-14,0,False
2015-07-15,40,False
2015-07-16,0,False
2015-07-17,43,False
2015-07-18,0,False
2015-07-19,52,False
2015-07-20,42,False
2015-07-21,41,False
2015-07-22,81,False
2015-07-23,82,False
2015-07-24,42,False
2015-07-25,48,False
2015-07-26,0,False
2015-07-27,0,False
2015-07-28,39,False
2015-07-29,80,False
2015-07-30,61,False
2015-07-31,42,False
