date,COST stock,isPartial
2015-11-01,75,False
2015-11-02,82,False
2015-11-03,100,False
2015-11-04,65,False
2015-11-05,79,False
2015-11-06,60,False
2015-11-07,59,False
2015-11-08,55,False
2015-11-09,66,False
2015-11-10,63,False
2015-11-11,67,False
2015-11-12,89,False
2015-11-13,76,False
2015-11-14,57,False
2015-11-15,55,False
2015-11-16,70,False
2015-11-17,72,False
2015-11-18,78,False
2015-11-19,80,False
2015-11-20,59,False
2015-11-21,38,False
2015-11-22,75,False
2015-11-23,57,False
2015-11-24,82,False
2015-11-25,71,False
2015-11-26,30,False
2015-11-27,51,False
2015-11-28,47,False
2015-11-29,56,False
2015-11-30,64,False
