date,MAT stock,isPartial
2015-01-01,38,False
2015-01-02,0,False
2015-01-03,35,False
2015-01-04,0,False
2015-01-05,59,False
2015-01-06,30,False
2015-01-07,58,False
2015-01-08,29,False
2015-01-09,0,False
2015-01-10,100,False
2015-01-11,33,False
2015-01-12,86,False
2015-01-13,57,False
2015-01-14,29,False
2015-01-15,58,False
2015-01-16,30,False
2015-01-17,0,False
2015-01-18,34,False
2015-01-19,29,False
2015-01-20,0,False
2015-01-21,28,False
2015-01-22,29,False
2015-01-23,29,False
2015-01-24,34,False
2015-01-25,34,False
2015-01-26,56,False
2015-01-27,56,False
2015-01-28,28,False
2015-01-29,86,False
2015-01-30,30,False
2015-01-31,33,False
