date,WDC stock,isPartial
2014-03-01,27,False
2014-03-02,26,False
2014-03-03,45,False
2014-03-04,23,False
2014-03-05,53,False
2014-03-06,45,False
2014-03-07,83,False
2014-03-08,0,False
2014-03-09,26,False
2014-03-10,22,False
2014-03-11,100,False
2014-03-12,33,False
2014-03-13,45,False
2014-03-14,39,False
2014-03-15,26,False
2014-03-16,0,False
2014-03-17,0,False
2014-03-18,44,False
2014-03-19,22,False
2014-03-20,53,False
2014-03-21,47,False
2014-03-22,27,False
2014-03-23,25,False
2014-03-24,44,False
2014-03-25,22,False
2014-03-26,44,False
2014-03-27,45,False
2014-03-28,35,False
2014-03-29,26,False
2014-03-30,26,False
2014-03-31,37,False
