date,AAPL stock,isPartial
2012-09-01,12,False
2012-09-02,12,False
2012-09-03,5,False
2012-09-04,33,False
2012-09-05,47,False
2012-09-06,45,False
2012-09-07,41,False
2012-09-08,14,False
2012-09-09,11,False
2012-09-10,42,False
2012-09-11,45,False
2012-09-12,100,False
2012-09-13,79,False
2012-09-14,64,False
2012-09-15,18,False
2012-09-16,17,False
2012-09-17,60,False
2012-09-18,59,False
2012-09-19,55,False
2012-09-20,49,False
2012-09-21,49,False
2012-09-22,24,False
2012-09-23,10,False
2012-09-24,55,False
2012-09-25,39,False
2012-09-26,46,False
2012-09-27,51,False
2012-09-28,43,False
2012-09-29,20,False
2012-09-30,15,False
