date,AMZN stock,isPartial
2017-11-01,67,False
2017-11-02,58,False
2017-11-03,64,False
2017-11-04,12,False
2017-11-05,10,False
2017-11-06,71,False
2017-11-07,58,False
2017-11-08,47,False
2017-11-09,51,False
2017-11-10,56,False
2017-11-11,12,False
2017-11-12,8,False
2017-11-13,45,False
2017-11-14,58,False
2017-11-15,71,False
2017-11-16,62,False
2017-11-17,60,False
2017-11-18,11,False
2017-11-19,7,False
2017-11-20,49,False
2017-11-21,53,False
2017-11-22,61,False
2017-11-23,12,False
2017-11-24,56,False
2017-11-25,35,False
2017-11-26,27,False
2017-11-27,100,False
2017-11-28,78,False
2017-11-29,81,False
2017-11-30,93,False
