date,DIS stock,isPartial
2014-04-01,40,False
2014-04-02,53,False
2014-04-03,80,False
2014-04-04,69,False
2014-04-05,32,False
2014-04-06,15,False
2014-04-07,78,False
2014-04-08,33,False
2014-04-09,33,False
2014-04-10,95,False
2014-04-11,78,False
2014-04-12,16,False
2014-04-13,16,False
2014-04-14,54,False
2014-04-15,100,False
2014-04-16,89,False
2014-04-17,86,False
2014-04-18,61,False
2014-04-19,25,False
2014-04-20,17,False
2014-04-21,43,False
2014-04-22,26,False
2014-04-23,40,False
2014-04-24,81,False
2014-04-25,92,False
2014-04-26,32,False
2014-04-27,15,False
2014-04-28,66,False
2014-04-29,53,False
2014-04-30,81,False
