date,MU stock,isPartial
2018-04-01,5,False
2018-04-02,73,False
2018-04-03,70,False
2018-04-04,60,False
2018-04-05,100,False
2018-04-06,79,False
2018-04-07,20,False
2018-04-08,9,False
2018-04-09,54,False
2018-04-10,63,False
2018-04-11,62,False
2018-04-12,68,False
2018-04-13,63,False
2018-04-14,14,False
2018-04-15,6,False
2018-04-16,48,False
2018-04-17,55,False
2018-04-18,65,False
2018-04-19,58,False
2018-04-20,54,False
2018-04-21,13,False
2018-04-22,9,False
2018-04-23,55,False
2018-04-24,53,False
2018-04-25,55,False
2018-04-26,64,False
2018-04-27,65,False
2018-04-28,15,False
2018-04-29,7,False
2018-04-30,58,False
