date,TXN stock,isPartial
2017-01-01,35,False
2017-01-02,15,False
2017-01-03,43,False
2017-01-04,28,False
2017-01-05,28,False
2017-01-06,51,False
2017-01-07,31,False
2017-01-08,0,False
2017-01-09,27,False
2017-01-10,34,False
2017-01-11,47,False
2017-01-12,14,False
2017-01-13,14,False
2017-01-14,0,False
2017-01-15,0,False
2017-01-16,20,False
2017-01-17,40,False
2017-01-18,33,False
2017-01-19,20,False
2017-01-20,76,False
2017-01-21,15,False
2017-01-22,0,False
2017-01-23,20,False
2017-01-24,87,False
2017-01-25,74,False
2017-01-26,100,False
2017-01-27,42,False
2017-01-28,16,False
2017-01-29,0,False
2017-01-30,40,False
2017-01-31,67,False
