date,KO stock,isPartial
2013-09-01,33,False
2013-09-02,28,False
2013-09-03,68,False
2013-09-04,56,False
2013-09-05,28,False
2013-09-06,73,False
2013-09-07,34,False
2013-09-08,16,False
2013-09-09,55,False
2013-09-10,27,False
2013-09-11,41,False
2013-09-12,41,False
2013-09-13,100,False
2013-09-14,49,False
2013-09-15,32,False
2013-09-16,54,False
2013-09-17,67,False
2013-09-18,82,False
2013-09-19,27,False
2013-09-20,58,False
2013-09-21,33,False
2013-09-22,0,False
2013-09-23,83,False
2013-09-24,54,False
2013-09-25,27,False
2013-09-26,28,False
2013-09-27,43,False
2013-09-28,0,False
2013-09-29,0,False
2013-09-30,67,False
