date,MU stock,isPartial
2013-07-01,46,False
2013-07-02,93,False
2013-07-03,67,False
2013-07-04,28,False
2013-07-05,36,False
2013-07-06,51,False
2013-07-07,50,False
2013-07-08,60,False
2013-07-09,100,False
2013-07-10,54,False
2013-07-11,95,False
2013-07-12,71,False
2013-07-13,41,False
2013-07-14,0,False
2013-07-15,60,False
2013-07-16,80,False
2013-07-17,54,False
2013-07-18,83,False
2013-07-19,63,False
2013-07-20,25,False
2013-07-21,25,False
2013-07-22,47,False
2013-07-23,79,False
2013-07-24,81,False
2013-07-25,75,False
2013-07-26,92,False
2013-07-27,49,False
2013-07-28,48,False
2013-07-29,92,False
2013-07-30,79,False
2013-07-31,94,False
