date,HD stock,isPartial
2016-05-01,29,False
2016-05-02,42,False
2016-05-03,33,False
2016-05-04,45,False
2016-05-05,20,False
2016-05-06,47,False
2016-05-07,27,False
2016-05-08,23,False
2016-05-09,51,False
2016-05-10,50,False
2016-05-11,25,False
2016-05-12,53,False
2016-05-13,52,False
2016-05-14,23,False
2016-05-15,10,False
2016-05-16,50,False
2016-05-17,100,False
2016-05-18,58,False
2016-05-19,56,False
2016-05-20,41,False
2016-05-21,33,False
2016-05-22,26,False
2016-05-23,44,False
2016-05-24,33,False
2016-05-25,39,False
2016-05-26,38,False
2016-05-27,30,False
2016-05-28,13,False
2016-05-29,23,False
2016-05-30,14,False
2016-05-31,28,False
