date,KO stock,isPartial
2013-12-01,15,False
2013-12-02,13,False
2013-12-03,26,False
2013-12-04,52,False
2013-12-05,52,False
2013-12-06,83,False
2013-12-07,16,False
2013-12-08,31,False
2013-12-09,26,False
2013-12-10,39,False
2013-12-11,26,False
2013-12-12,27,False
2013-12-13,70,False
2013-12-14,32,False
2013-12-15,16,False
2013-12-16,92,False
2013-12-17,80,False
2013-12-18,55,False
2013-12-19,69,False
2013-12-20,59,False
2013-12-21,16,False
2013-12-22,33,False
2013-12-23,44,False
2013-12-24,82,False
2013-12-25,18,False
2013-12-26,45,False
2013-12-27,73,False
2013-12-28,79,False
2013-12-29,0,False
2013-12-30,100,False
2013-12-31,32,False
