date,INTC stock,isPartial
2014-02-01,31,False
2014-02-02,30,False
2014-02-03,91,False
2014-02-04,91,False
2014-02-05,98,False
2014-02-06,18,False
2014-02-07,51,False
2014-02-08,45,False
2014-02-09,60,False
2014-02-10,51,False
2014-02-11,58,False
2014-02-12,65,False
2014-02-13,46,False
2014-02-14,34,False
2014-02-15,39,False
2014-02-16,23,False
2014-02-17,33,False
2014-02-18,70,False
2014-02-19,72,False
2014-02-20,100,False
2014-02-21,61,False
2014-02-22,31,False
2014-02-23,23,False
2014-02-24,64,False
2014-02-25,71,False
2014-02-26,58,False
2014-02-27,85,False
2014-02-28,89,False
