date,SBUX stock,isPartial
2015-02-01,17,False
2015-02-02,38,False
2015-02-03,77,False
2015-02-04,53,False
2015-02-05,48,False
2015-02-06,51,False
2015-02-07,17,False
2015-02-08,17,False
2015-02-09,62,False
2015-02-10,100,False
2015-02-11,39,False
2015-02-12,54,False
2015-02-13,86,False
2015-02-14,35,False
2015-02-15,17,False
2015-02-16,38,False
2015-02-17,70,False
2015-02-18,58,False
2015-02-19,49,False
2015-02-20,76,False
2015-02-21,51,False
2015-02-22,17,False
2015-02-23,95,False
2015-02-24,81,False
2015-02-25,58,False
2015-02-26,63,False
2015-02-27,60,False
2015-02-28,25,False
