date,INTC stock,isPartial
2013-12-01,14,False
2013-12-02,42,False
2013-12-03,61,False
2013-12-04,74,False
2013-12-05,62,False
2013-12-06,45,False
2013-12-07,22,False
2013-12-08,29,False
2013-12-09,49,False
2013-12-10,56,False
2013-12-11,69,False
2013-12-12,57,False
2013-12-13,73,False
2013-12-14,0,False
2013-12-15,30,False
2013-12-16,44,False
2013-12-17,32,False
2013-12-18,32,False
2013-12-19,59,False
2013-12-20,62,False
2013-12-21,31,False
2013-12-22,0,False
2013-12-23,76,False
2013-12-24,100,False
2013-12-25,17,False
2013-12-26,65,False
2013-12-27,77,False
2013-12-28,23,False
2013-12-29,15,False
2013-12-30,34,False
2013-12-31,69,False
