date,PHG stock,isPartial
2017-06-01,66,False
2017-06-02,35,False
2017-06-03,38,False
2017-06-04,0,False
2017-06-05,0,False
2017-06-06,32,False
2017-06-07,0,False
2017-06-08,0,False
2017-06-09,67,False
2017-06-10,0,False
2017-06-11,0,False
2017-06-12,32,False
2017-06-13,63,False
2017-06-14,0,False
2017-06-15,50,False
2017-06-16,0,False
2017-06-17,0,False
2017-06-18,38,False
2017-06-19,64,False
2017-06-20,47,False
2017-06-21,31,False
2017-06-22,0,False
2017-06-23,33,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,33,False
2017-06-27,100,False
2017-06-28,0,False
2017-06-29,0,False
2017-06-30,69,False
