date,TSLA stock,isPartial
2018-08-01,85,False
2018-08-02,96,False
2018-08-03,55,False
2018-08-04,12,False
2018-08-05,6,False
2018-08-06,31,False
2018-08-07,100,False
2018-08-08,89,False
2018-08-09,67,False
2018-08-10,53,False
2018-08-11,12,False
2018-08-12,8,False
2018-08-13,53,False
2018-08-14,43,False
2018-08-15,49,False
2018-08-16,41,False
2018-08-17,64,False
2018-08-18,22,False
2018-08-19,11,False
2018-08-20,70,False
2018-08-21,52,False
2018-08-22,44,False
2018-08-23,33,False
2018-08-24,31,False
2018-08-25,19,False
2018-08-26,9,False
2018-08-27,50,False
2018-08-28,38,False
2018-08-29,37,False
2018-08-30,32,False
2018-08-31,31,False
