date,ATVI stock,isPartial
2016-09-01,100,False
2016-09-02,37,False
2016-09-03,21,False
2016-09-04,40,False
2016-09-05,18,False
2016-09-06,86,False
2016-09-07,83,False
2016-09-08,71,False
2016-09-09,49,False
2016-09-10,21,False
2016-09-11,0,False
2016-09-12,35,False
2016-09-13,35,False
2016-09-14,58,False
2016-09-15,29,False
2016-09-16,91,False
2016-09-17,39,False
2016-09-18,0,False
2016-09-19,74,False
2016-09-20,60,False
2016-09-21,57,False
2016-09-22,18,False
2016-09-23,54,False
2016-09-24,41,False
2016-09-25,40,False
2016-09-26,17,False
2016-09-27,40,False
2016-09-28,17,False
2016-09-29,52,False
2016-09-30,36,False
