date,TXN stock,isPartial
2018-03-01,81,False
2018-03-02,62,False
2018-03-03,31,False
2018-03-04,16,False
2018-03-05,32,False
2018-03-06,95,False
2018-03-07,69,False
2018-03-08,93,False
2018-03-09,58,False
2018-03-10,47,False
2018-03-11,47,False
2018-03-12,100,False
2018-03-13,91,False
2018-03-14,86,False
2018-03-15,74,False
2018-03-16,62,False
2018-03-17,32,False
2018-03-18,26,False
2018-03-19,51,False
2018-03-20,69,False
2018-03-21,78,False
2018-03-22,84,False
2018-03-23,92,False
2018-03-24,22,False
2018-03-25,32,False
2018-03-26,84,False
2018-03-27,75,False
2018-03-28,76,False
2018-03-29,40,False
2018-03-30,26,False
2018-03-31,0,False
