date,MSFT stock,isPartial
2019-03-01,73,False
2019-03-02,24,False
2019-03-03,13,False
2019-03-04,73,False
2019-03-05,73,False
2019-03-06,70,False
2019-03-07,60,False
2019-03-08,57,False
2019-03-09,19,False
2019-03-10,10,False
2019-03-11,69,False
2019-03-12,82,False
2019-03-13,86,False
2019-03-14,78,False
2019-03-15,86,False
2019-03-16,30,False
2019-03-17,14,False
2019-03-18,85,False
2019-03-19,100,False
2019-03-20,82,False
2019-03-21,98,False
2019-03-22,93,False
2019-03-23,33,False
2019-03-24,15,False
2019-03-25,75,False
2019-03-26,70,False
2019-03-27,80,False
2019-03-28,79,False
2019-03-29,76,False
2019-03-30,20,False
2019-03-31,15,False
