date,AAPL stock,isPartial
2018-08-01,100,False
2018-08-02,76,False
2018-08-03,54,False
2018-08-04,11,False
2018-08-05,3,False
2018-08-06,30,False
2018-08-07,33,False
2018-08-08,30,False
2018-08-09,23,False
2018-08-10,22,False
2018-08-11,7,False
2018-08-12,5,False
2018-08-13,25,False
2018-08-14,23,False
2018-08-15,27,False
2018-08-16,24,False
2018-08-17,30,False
2018-08-18,8,False
2018-08-19,5,False
2018-08-20,28,False
2018-08-21,30,False
2018-08-22,26,False
2018-08-23,22,False
2018-08-24,23,False
2018-08-25,4,False
2018-08-26,5,False
2018-08-27,26,False
2018-08-28,26,False
2018-08-29,30,False
2018-08-30,37,False
2018-08-31,37,False
