date,TSLA stock,isPartial
2013-01-01,32,False
2013-01-02,26,False
2013-01-03,25,False
2013-01-04,0,False
2013-01-05,0,False
2013-01-06,29,False
2013-01-07,25,False
2013-01-08,0,False
2013-01-09,97,False
2013-01-10,0,False
2013-01-11,0,False
2013-01-12,0,False
2013-01-13,0,False
2013-01-14,24,False
2013-01-15,24,False
2013-01-16,0,False
2013-01-17,0,False
2013-01-18,25,False
2013-01-19,0,False
2013-01-20,0,False
2013-01-21,0,False
2013-01-22,23,False
2013-01-23,48,False
2013-01-24,72,False
2013-01-25,100,False
2013-01-26,0,False
2013-01-27,0,False
2013-01-28,23,False
2013-01-29,47,False
2013-01-30,23,False
2013-01-31,48,False
