date,ODP stock,isPartial
2016-12-01,48,False
2016-12-02,33,False
2016-12-03,0,False
2016-12-04,0,False
2016-12-05,29,False
2016-12-06,31,False
2016-12-07,47,False
2016-12-08,32,False
2016-12-09,50,False
2016-12-10,0,False
2016-12-11,0,False
2016-12-12,0,False
2016-12-13,31,False
2016-12-14,0,False
2016-12-15,32,False
2016-12-16,51,False
2016-12-17,0,False
2016-12-18,0,False
2016-12-19,33,False
2016-12-20,100,False
2016-12-21,0,False
2016-12-22,68,False
2016-12-23,36,False
2016-12-24,41,False
2016-12-25,0,False
2016-12-26,36,False
2016-12-27,0,False
2016-12-28,0,False
2016-12-29,0,False
2016-12-30,72,False
2016-12-31,0,False
