date,DIS stock,isPartial
2016-09-01,54,False
2016-09-02,60,False
2016-09-03,13,False
2016-09-04,8,False
2016-09-05,7,False
2016-09-06,70,False
2016-09-07,54,False
2016-09-08,63,False
2016-09-09,72,False
2016-09-10,22,False
2016-09-11,13,False
2016-09-12,30,False
2016-09-13,68,False
2016-09-14,46,False
2016-09-15,100,False
2016-09-16,31,False
2016-09-17,18,False
2016-09-18,5,False
2016-09-19,54,False
2016-09-20,31,False
2016-09-21,52,False
2016-09-22,65,False
2016-09-23,36,False
2016-09-24,16,False
2016-09-25,10,False
2016-09-26,74,False
2016-09-27,72,False
2016-09-28,56,False
2016-09-29,46,False
2016-09-30,61,False
