date,MAT stock,isPartial
2018-07-01,28,False
2018-07-02,57,False
2018-07-03,57,False
2018-07-04,34,False
2018-07-05,42,False
2018-07-06,58,False
2018-07-07,28,False
2018-07-08,28,False
2018-07-09,73,False
2018-07-10,71,False
2018-07-11,61,False
2018-07-12,59,False
2018-07-13,53,False
2018-07-14,29,False
2018-07-15,29,False
2018-07-16,59,False
2018-07-17,37,False
2018-07-18,42,False
2018-07-19,42,False
2018-07-20,70,False
2018-07-21,29,False
2018-07-22,0,False
2018-07-23,92,False
2018-07-24,33,False
2018-07-25,87,False
2018-07-26,100,False
2018-07-27,51,False
2018-07-28,43,False
2018-07-29,29,False
2018-07-30,41,False
2018-07-31,61,False
