date,PHG stock,isPartial
2018-05-01,0,False
2018-05-02,40,False
2018-05-03,40,False
2018-05-04,63,False
2018-05-05,47,False
2018-05-06,0,False
2018-05-07,40,False
2018-05-08,40,False
2018-05-09,0,False
2018-05-10,82,False
2018-05-11,0,False
2018-05-12,47,False
2018-05-13,0,False
2018-05-14,100,False
2018-05-15,80,False
2018-05-16,40,False
2018-05-17,40,False
2018-05-18,63,False
2018-05-19,0,False
2018-05-20,0,False
2018-05-21,0,False
2018-05-22,40,False
2018-05-23,0,False
2018-05-24,41,False
2018-05-25,42,False
2018-05-26,0,False
2018-05-27,0,False
2018-05-28,0,False
2018-05-29,0,False
2018-05-30,0,False
2018-05-31,83,False
