date,MU stock,isPartial
2015-07-01,49,False
2015-07-02,38,False
2015-07-03,12,False
2015-07-04,5,False
2015-07-05,0,False
2015-07-06,28,False
2015-07-07,15,False
2015-07-08,13,False
2015-07-09,27,False
2015-07-10,21,False
2015-07-11,9,False
2015-07-12,5,False
2015-07-13,26,False
2015-07-14,100,False
2015-07-15,51,False
2015-07-16,41,False
2015-07-17,24,False
2015-07-18,24,False
2015-07-19,7,False
2015-07-20,20,False
2015-07-21,23,False
2015-07-22,25,False
2015-07-23,30,False
2015-07-24,8,False
2015-07-25,11,False
2015-07-26,7,False
2015-07-27,19,False
2015-07-28,52,False
2015-07-29,26,False
2015-07-30,34,False
2015-07-31,24,False
