date,SIRI stock,isPartial
2017-09-01,86,False
2017-09-02,25,False
2017-09-03,25,False
2017-09-04,22,False
2017-09-05,100,False
2017-09-06,85,False
2017-09-07,65,False
2017-09-08,67,False
2017-09-09,55,False
2017-09-10,12,False
2017-09-11,47,False
2017-09-12,63,False
2017-09-13,58,False
2017-09-14,58,False
2017-09-15,60,False
2017-09-16,37,False
2017-09-17,30,False
2017-09-18,53,False
2017-09-19,79,False
2017-09-20,26,False
2017-09-21,54,False
2017-09-22,95,False
2017-09-23,37,False
2017-09-24,18,False
2017-09-25,68,False
2017-09-26,94,False
2017-09-27,26,False
2017-09-28,79,False
2017-09-29,78,False
2017-09-30,37,False
