date,KO stock,isPartial
2016-12-01,57,False
2016-12-02,62,False
2016-12-03,39,False
2016-12-04,9,False
2016-12-05,46,False
2016-12-06,52,False
2016-12-07,81,False
2016-12-08,55,False
2016-12-09,100,False
2016-12-10,26,False
2016-12-11,31,False
2016-12-12,49,False
2016-12-13,56,False
2016-12-14,51,False
2016-12-15,57,False
2016-12-16,52,False
2016-12-17,27,False
2016-12-18,20,False
2016-12-19,64,False
2016-12-20,53,False
2016-12-21,66,False
2016-12-22,64,False
2016-12-23,19,False
2016-12-24,39,False
2016-12-25,15,False
2016-12-26,29,False
2016-12-27,54,False
2016-12-28,45,False
2016-12-29,37,False
2016-12-30,67,False
2016-12-31,24,False
