date,GS stock,isPartial
2016-04-01,33,False
2016-04-02,23,False
2016-04-03,10,False
2016-04-04,17,False
2016-04-05,46,False
2016-04-06,34,False
2016-04-07,29,False
2016-04-08,42,False
2016-04-09,10,False
2016-04-10,15,False
2016-04-11,37,False
2016-04-12,45,False
2016-04-13,32,False
2016-04-14,55,False
2016-04-15,39,False
2016-04-16,30,False
2016-04-17,10,False
2016-04-18,20,False
2016-04-19,100,False
2016-04-20,43,False
2016-04-21,26,False
2016-04-22,45,False
2016-04-23,10,False
2016-04-24,10,False
2016-04-25,25,False
2016-04-26,37,False
2016-04-27,34,False
2016-04-28,35,False
2016-04-29,24,False
2016-04-30,20,False
