date,KO stock,isPartial
2016-08-01,81,False
2016-08-02,29,False
2016-08-03,22,False
2016-08-04,75,False
2016-08-05,48,False
2016-08-06,18,False
2016-08-07,0,False
2016-08-08,38,False
2016-08-09,30,False
2016-08-10,15,False
2016-08-11,78,False
2016-08-12,41,False
2016-08-13,36,False
2016-08-14,0,False
2016-08-15,40,False
2016-08-16,71,False
2016-08-17,63,False
2016-08-18,63,False
2016-08-19,40,False
2016-08-20,9,False
2016-08-21,27,False
2016-08-22,100,False
2016-08-23,54,False
2016-08-24,45,False
2016-08-25,22,False
2016-08-26,15,False
2016-08-27,17,False
2016-08-28,8,False
2016-08-29,29,False
2016-08-30,65,False
2016-08-31,50,False
