date,GILD stock,isPartial
2013-06-01,0,False
2013-06-02,53,False
2013-06-03,77,False
2013-06-04,100,False
2013-06-05,0,False
2013-06-06,46,False
2013-06-07,71,False
2013-06-08,41,False
2013-06-09,0,False
2013-06-10,33,False
2013-06-11,55,False
2013-06-12,23,False
2013-06-13,56,False
2013-06-14,48,False
2013-06-15,28,False
2013-06-16,0,False
2013-06-17,67,False
2013-06-18,22,False
2013-06-19,34,False
2013-06-20,46,False
2013-06-21,95,False
2013-06-22,28,False
2013-06-23,0,False
2013-06-24,89,False
2013-06-25,22,False
2013-06-26,23,False
2013-06-27,34,False
2013-06-28,73,False
2013-06-29,0,False
2013-06-30,28,False
