date,BA stock,isPartial
2015-11-01,45,False
2015-11-02,81,False
2015-11-03,84,False
2015-11-04,38,False
2015-11-05,47,False
2015-11-06,74,False
2015-11-07,42,False
2015-11-08,33,False
2015-11-09,79,False
2015-11-10,56,False
2015-11-11,87,False
2015-11-12,29,False
2015-11-13,100,False
2015-11-14,38,False
2015-11-15,57,False
2015-11-16,61,False
2015-11-17,70,False
2015-11-18,42,False
2015-11-19,34,False
2015-11-20,59,False
2015-11-21,16,False
2015-11-22,27,False
2015-11-23,71,False
2015-11-24,70,False
2015-11-25,33,False
2015-11-26,44,False
2015-11-27,64,False
2015-11-28,33,False
2015-11-29,27,False
2015-11-30,64,False
