date,COST stock,isPartial
2012-02-01,90,False
2012-02-02,100,False
2012-02-03,76,False
2012-02-04,60,False
2012-02-05,48,False
2012-02-06,50,False
2012-02-07,58,False
2012-02-08,59,False
2012-02-09,57,False
2012-02-10,49,False
2012-02-11,40,False
2012-02-12,39,False
2012-02-13,49,False
2012-02-14,38,False
2012-02-15,57,False
2012-02-16,42,False
2012-02-17,46,False
2012-02-18,48,False
2012-02-19,44,False
2012-02-20,57,False
2012-02-21,51,False
2012-02-22,50,False
2012-02-23,41,False
2012-02-24,42,False
2012-02-25,50,False
2012-02-26,45,False
2012-02-27,58,False
2012-02-28,60,False
2012-02-29,53,False
