date,TSLA stock,isPartial
2016-09-01,100,False
2016-09-02,98,False
2016-09-03,16,False
2016-09-04,13,False
2016-09-05,18,False
2016-09-06,65,False
2016-09-07,71,False
2016-09-08,72,False
2016-09-09,61,False
2016-09-10,18,False
2016-09-11,12,False
2016-09-12,57,False
2016-09-13,59,False
2016-09-14,53,False
2016-09-15,68,False
2016-09-16,64,False
2016-09-17,16,False
2016-09-18,13,False
2016-09-19,44,False
2016-09-20,59,False
2016-09-21,42,False
2016-09-22,65,False
2016-09-23,53,False
2016-09-24,22,False
2016-09-25,16,False
2016-09-26,39,False
2016-09-27,46,False
2016-09-28,33,False
2016-09-29,38,False
2016-09-30,40,False
