date,AMD stock,isPartial
2017-05-01,55,False
2017-05-02,100,False
2017-05-03,80,False
2017-05-04,51,False
2017-05-05,43,False
2017-05-06,15,False
2017-05-07,10,False
2017-05-08,36,False
2017-05-09,40,False
2017-05-10,50,False
2017-05-11,39,False
2017-05-12,44,False
2017-05-13,14,False
2017-05-14,7,False
2017-05-15,42,False
2017-05-16,66,False
2017-05-17,70,False
2017-05-18,56,False
2017-05-19,34,False
2017-05-20,8,False
2017-05-21,8,False
2017-05-22,39,False
2017-05-23,39,False
2017-05-24,32,False
2017-05-25,29,False
2017-05-26,23,False
2017-05-27,10,False
2017-05-28,6,False
2017-05-29,10,False
2017-05-30,31,False
2017-05-31,31,False
